symbol,expiration,optionType,strike,lastPrice,change,percentChange,volume,openInterest,bid,ask,lastTradeDate,impliedVolatility,inTheMoney,Midpiont
^SPX,2023-11-15,calls,4045.0,462.68,159.22998,52.473217,2.0,27.0,450.6,463.2,2023-11-15 15:45:11,1.2236366943359376,True,456.9
^SPX,2023-11-15,calls,4050.0,268.03,0.0,0.0,2.0,31.0,449.2,458.2,2023-11-02 17:52:44,0.8955088574218748,True,453.7
^SPX,2023-11-15,calls,4055.0,452.63,341.24,306.34705,2.0,1.0,444.2,453.2,2023-11-15 15:45:11,0.8862316064453124,True,448.7
^SPX,2023-11-15,calls,4065.0,443.35,6.100006,1.3950844,1.0,1.0,434.2,443.2,2023-11-15 17:27:12,0.868165380859375,True,438.7
^SPX,2023-11-15,calls,4070.0,114.8,0.0,0.0,15.0,15.0,429.2,438.2,2023-10-27 16:29:22,0.8588881298828125,True,433.7
^SPX,2023-11-15,calls,4075.0,166.25,0.0,0.0,1.0,22.0,424.2,433.2,2023-11-01 14:39:11,0.8498550170898438,True,428.7
^SPX,2023-11-15,calls,4080.0,425.23,132.29001,45.15942,2.0,70.0,419.2,427.1,2023-11-15 14:47:30,0.73437765625,True,423.15
^SPX,2023-11-15,calls,4085.0,297.13,0.0,0.0,1.0,49.0,414.2,423.2,2023-11-08 15:37:52,0.8315446533203124,True,418.7
^SPX,2023-11-15,calls,4090.0,419.52,107.57999,34.487396,1.0,78.0,409.2,417.1,2023-11-15 14:41:19,0.7182645361328125,True,413.15
^SPX,2023-11-15,calls,4095.0,114.87,0.0,0.0,2.0,24.0,404.2,412.1,2023-10-30 18:36:26,0.709963837890625,True,408.15
^SPX,2023-11-15,calls,4100.0,281.85,0.0,0.0,1.0,8.0,399.2,408.2,2023-11-08 15:21:08,0.8042011767578124,True,403.7
^SPX,2023-11-15,calls,4105.0,407.3,311.03998,323.12485,1.0,9.0,394.2,403.2,2023-10-31 14:03:23,0.7951680639648437,True,398.7
^SPX,2023-11-15,calls,4110.0,198.82,0.0,0.0,5.0,7.0,389.2,397.1,2023-11-02 15:22:53,0.68555001953125,True,393.15
^SPX,2023-11-15,calls,4115.0,385.6,315.90002,453.22818,7.0,3.0,384.2,393.2,2023-11-15 20:55:22,0.7768577001953125,True,388.7
^SPX,2023-11-15,calls,4120.0,391.08,153.29,64.46445,2.0,57.0,379.2,387.1,2023-11-15 14:32:26,0.6689486230468751,True,383.15
^SPX,2023-11-15,calls,4125.0,243.53,0.0,0.0,3.0,22.0,374.2,383.2,2023-11-07 14:56:44,0.7585473364257813,True,378.7
^SPX,2023-11-15,calls,4130.0,74.6,0.0,0.0,10.0,43.0,369.2,378.2,2023-10-30 16:56:06,0.7495142236328125,True,373.7
^SPX,2023-11-15,calls,4135.0,175.64,0.0,0.0,9.0,62.0,364.2,373.2,2023-11-02 15:22:53,0.7404811108398437,True,368.7
^SPX,2023-11-15,calls,4140.0,225.72,0.0,0.0,1.0,44.0,359.2,368.2,2023-11-06 15:17:07,0.7312038598632812,True,363.7
^SPX,2023-11-15,calls,4145.0,328.3,0.0,0.0,1.0,32.0,354.2,363.2,2023-11-14 14:36:20,0.7221707470703125,True,358.7
^SPX,2023-11-15,calls,4150.0,352.4,106.40999,43.25785,2.0,64.0,345.6,357.1,2023-11-15 20:54:21,0.936524072265625,True,351.35
^SPX,2023-11-15,calls,4155.0,357.6,16.02002,4.689976,3.0,17.0,344.3,353.2,2023-11-15 19:32:24,0.7097196997070312,True,348.75
^SPX,2023-11-15,calls,4160.0,348.19,0.55999756,0.1610901,6.0,21.0,339.3,348.2,2023-11-15 20:43:58,0.7006865869140625,True,343.75
^SPX,2023-11-15,calls,4165.0,233.58,0.0,0.0,5.0,68.0,334.3,343.2,2023-11-10 18:23:11,0.6914093359375001,True,338.75
^SPX,2023-11-15,calls,4170.0,339.0,18.670013,5.828369,4.0,23.0,329.3,338.2,2023-11-15 20:06:21,0.6821320849609377,True,333.75
^SPX,2023-11-15,calls,4175.0,338.49,10.799988,3.295794,1.0,402.0,324.3,332.1,2023-11-15 14:34:46,0.5908244042968751,True,328.20000000000005
^SPX,2023-11-15,calls,4180.0,328.1,111.520004,51.491367,1.0,58.0,319.3,328.2,2023-11-15 17:08:01,0.6638217211914064,True,323.75
^SPX,2023-11-15,calls,4185.0,78.4,0.0,0.0,2.0,93.0,314.3,323.2,2023-11-01 18:32:52,0.654544470214844,True,318.75
^SPX,2023-11-15,calls,4190.0,321.73,9.350006,2.9931514,2.0,101.0,309.3,317.1,2023-11-15 17:26:41,0.5659223095703125,True,313.20000000000005
^SPX,2023-11-15,calls,4195.0,186.49,0.0,0.0,2.0,50.0,304.3,313.2,2023-11-08 15:35:06,0.6362341064453125,True,308.75
^SPX,2023-11-15,calls,4200.0,308.1,5.700012,1.8849247,4.0,578.0,295.6,307.1,2023-11-15 14:49:21,0.8242815423583982,True,301.35
^SPX,2023-11-15,calls,4205.0,307.2,111.87001,57.272316,4.0,42.0,294.3,302.1,2023-11-15 14:44:17,0.5410202148437502,True,298.20000000000005
^SPX,2023-11-15,calls,4210.0,301.61,14.139984,4.9187684,4.0,45.0,285.6,297.1,2023-11-15 19:11:15,0.8016987603759764,True,291.35
^SPX,2023-11-15,calls,4215.0,293.72,18.079987,6.559275,19.0,62.0,284.2,292.1,2023-11-15 19:46:39,0.5141650146484374,True,288.15
^SPX,2023-11-15,calls,4220.0,287.09,9.570007,3.448403,20.0,68.0,279.2,288.2,2023-11-15 19:47:44,0.584965087890625,True,283.7
^SPX,2023-11-15,calls,4225.0,284.95,15.490021,5.748542,32.0,196.0,270.6,286.8,2023-11-15 20:01:43,0.5758099060058592,True,278.70000000000005
^SPX,2023-11-15,calls,4230.0,276.3,2.289978,0.83572793,16.0,163.0,265.6,281.9,2023-11-15 20:12:00,0.5715374877929689,True,273.75
^SPX,2023-11-15,calls,4235.0,274.33,5.8799744,2.1903424,10.0,492.0,264.2,272.1,2023-11-15 20:04:14,0.7450587017822266,True,268.15
^SPX,2023-11-15,calls,4240.0,267.61,1.5299988,0.57501465,4.0,286.0,255.6,267.1,2023-11-15 17:49:01,0.7336452416992187,True,261.35
^SPX,2023-11-15,calls,4245.0,261.9,11.87999,4.7516155,21.0,434.0,254.2,263.2,2023-11-15 20:12:20,0.5390671093750001,True,258.7
^SPX,2023-11-15,calls,4250.0,254.4,0.5499878,0.21665858,22.0,302.0,249.2,258.2,2023-11-15 20:59:58,0.5297898583984376,True,253.7
^SPX,2023-11-15,calls,4255.0,256.33,13.73999,5.663873,13.0,68.0,244.2,253.2,2023-11-15 20:37:48,0.5205126074218749,True,248.7
^SPX,2023-11-15,calls,4260.0,247.9,2.8099976,1.1465167,5.0,94.0,239.2,247.1,2023-11-15 20:12:37,0.6879914013671876,True,243.15
^SPX,2023-11-15,calls,4265.0,242.8,10.210007,4.3897014,7.0,44.0,234.2,242.1,2023-11-15 19:14:01,0.6765169067382814,True,238.15
^SPX,2023-11-15,calls,4270.0,239.1,12.300003,5.4232817,7.0,111.0,225.6,237.1,2023-11-15 20:13:52,0.6650424121093752,True,231.35
^SPX,2023-11-15,calls,4275.0,231.54,4.949997,2.184561,13.0,181.0,220.6,232.1,2023-11-15 17:45:49,0.6535679174804689,True,226.35
^SPX,2023-11-15,calls,4280.0,225.51,0.5299988,0.23557594,14.0,102.0,215.6,232.5,2023-11-15 20:26:22,0.5017139672851563,True,224.05
^SPX,2023-11-15,calls,4285.0,217.9,4.7099915,2.209293,25.0,165.0,214.2,222.1,2023-11-15 20:51:10,0.6304358245849608,True,218.15
^SPX,2023-11-15,calls,4290.0,215.49,0.480011,0.22325055,14.0,239.0,207.8,217.1,2023-11-15 20:26:22,0.6189002954101563,True,212.45
^SPX,2023-11-15,calls,4295.0,213.58,6.4600067,3.1189682,1.0,145.0,204.2,212.1,2023-11-15 20:31:36,0.6072426971435547,True,208.15
^SPX,2023-11-15,calls,4300.0,209.03,1.8399963,0.88807195,55.0,1075.0,197.8,207.1,2023-11-15 20:31:38,0.5956461334228516,True,202.45
^SPX,2023-11-15,calls,4305.0,203.6,1.3600006,0.67246866,20.0,193.0,194.2,202.1,2023-11-15 19:48:55,0.5839885351562499,True,198.15
^SPX,2023-11-15,calls,4310.0,199.3,2.0899963,1.0597821,4.0,223.0,189.2,197.1,2023-11-15 20:34:36,0.5722699023437501,True,193.15
^SPX,2023-11-15,calls,4315.0,193.6,1.3400116,0.6969789,29.0,48.0,184.2,192.1,2023-11-15 19:48:55,0.56055126953125,True,188.15
^SPX,2023-11-15,calls,4320.0,188.98,8.179993,4.524332,16.0,143.0,177.8,187.1,2023-11-15 18:53:45,0.5487716021728517,True,182.45
^SPX,2023-11-15,calls,4325.0,187.62,14.729996,8.519866,16.0,208.0,172.8,182.1,2023-11-15 19:15:33,0.5369919348144532,True,177.45
^SPX,2023-11-15,calls,4330.0,180.68,22.37999,14.137706,80.0,222.0,167.8,177.1,2023-11-15 16:46:33,0.5252122674560546,True,172.45
^SPX,2023-11-15,calls,4335.0,174.85,10.170013,6.1756215,25.0,179.0,164.3,173.2,2023-11-15 20:38:27,0.543949873046875,True,168.75
^SPX,2023-11-15,calls,4340.0,169.48,7.779999,4.8113785,33.0,180.0,157.8,169.9,2023-11-15 20:39:28,0.5731243859863282,True,163.85000000000002
^SPX,2023-11-15,calls,4345.0,157.21,3.2100067,2.08442,9.0,60.0,154.3,162.1,2023-11-15 18:23:45,0.4895070581054688,True,158.2
^SPX,2023-11-15,calls,4350.0,150.0,4.169998,2.8594925,119.0,2716.0,149.3,157.1,2023-11-15 20:55:02,0.4774832525634765,True,153.2
^SPX,2023-11-15,calls,4355.0,153.84,3.5299988,2.348479,16.0,250.0,144.3,152.1,2023-11-15 19:49:35,0.4654594470214844,True,148.2
^SPX,2023-11-15,calls,4360.0,143.82,4.310013,3.0893936,74.0,343.0,139.3,147.1,2023-11-15 20:56:25,0.4533746069335937,True,143.2
^SPX,2023-11-15,calls,4365.0,144.61,3.9799957,2.8301184,36.0,267.0,134.3,142.1,2023-11-15 19:48:11,0.4412287322998046,True,138.2
^SPX,2023-11-15,calls,4370.0,139.82,11.700012,9.132073,100.0,434.0,129.3,137.1,2023-11-15 20:39:44,0.4290523403930664,True,133.2
^SPX,2023-11-15,calls,4375.0,135.24,11.2400055,9.064521,165.0,1398.0,124.3,133.2,2023-11-15 19:35:36,0.4437311486816406,True,128.75
^SPX,2023-11-15,calls,4380.0,129.6,7.800003,6.403943,68.0,301.0,117.8,129.9,2023-11-15 20:35:00,0.4675956561279296,True,123.85
^SPX,2023-11-15,calls,4385.0,124.53,11.360001,10.037996,47.0,667.0,114.3,122.1,2023-11-15 20:39:28,0.3921264401245117,True,118.2
^SPX,2023-11-15,calls,4390.0,116.96,13.839996,13.421252,81.0,322.0,110.8,118.5,2023-11-15 20:24:09,0.411688012084961,True,114.65
^SPX,2023-11-15,calls,4395.0,111.37,2.4700012,2.268137,37.0,812.0,105.3,112.8,2023-11-15 20:46:04,0.3833069482421875,True,109.05
^SPX,2023-11-15,calls,4400.0,102.53,8.389999,8.912258,160.0,4203.0,100.5,108.0,2023-11-15 20:59:23,0.374731594543457,True,104.25
^SPX,2023-11-15,calls,4405.0,101.03,2.2600021,2.2881465,55.0,570.0,95.5,103.0,2023-11-15 20:47:00,0.3616091671752929,True,99.25
^SPX,2023-11-15,calls,4410.0,95.69,8.690002,9.988508,280.0,753.0,90.5,98.0,2023-11-15 20:47:00,0.3483951879882812,True,94.25
^SPX,2023-11-15,calls,4415.0,88.78,8.919998,11.169544,184.0,476.0,85.5,93.0,2023-11-15 20:57:06,0.3350896569824219,True,89.25
^SPX,2023-11-15,calls,4420.0,84.38,5.409996,6.850698,978.0,1719.0,80.5,88.0,2023-11-15 20:53:08,0.3216620568847655,True,84.25
^SPX,2023-11-15,calls,4425.0,83.04,8.93,12.049656,147.0,1208.0,75.5,83.0,2023-11-15 20:41:29,0.3081123876953124,True,79.25
^SPX,2023-11-15,calls,4430.0,72.4,2.1500015,3.0605004,170.0,877.0,70.5,78.0,2023-11-15 20:59:52,0.2944101321411132,True,74.25
^SPX,2023-11-15,calls,4435.0,69.33,3.1600037,4.7755837,157.0,506.0,65.5,73.0,2023-11-15 20:34:57,0.2805552902221678,True,69.25
^SPX,2023-11-15,calls,4440.0,62.83,1.6300011,2.6634004,103.0,1833.0,60.5,67.1,2023-11-15 20:52:28,0.2499769827270507,True,63.8
^SPX,2023-11-15,calls,4445.0,55.65,0.6500015,1.181821,148.0,653.0,55.5,62.1,2023-11-15 20:38:02,0.2362747271728515,True,58.8
^SPX,2023-11-15,calls,4450.0,50.83,-0.16999817,-0.33332974,507.0,5459.0,50.5,57.1,2023-11-15 20:54:41,0.2223588507080077,True,53.8
^SPX,2023-11-15,calls,4455.0,48.8,3.1699982,6.94718,228.0,404.0,45.5,52.1,2023-11-15 20:57:46,0.2082598706054687,True,48.8
^SPX,2023-11-15,calls,4460.0,41.18,5.1399994,14.2619295,475.0,4486.0,40.5,47.1,2023-11-15 20:54:52,0.1938862350463867,True,43.8
^SPX,2023-11-15,calls,4465.0,36.07,-0.34999847,-0.9610062,233.0,773.0,35.5,42.1,2023-11-15 20:54:41,0.1792074267578124,True,38.8
^SPX,2023-11-15,calls,4470.0,35.58,3.420002,10.634335,525.0,945.0,30.5,37.1,2023-11-15 20:48:32,0.1641929284667969,True,33.8
^SPX,2023-11-15,calls,4475.0,26.8,-0.70000076,-2.5454574,502.0,1182.0,25.5,32.1,2023-11-15 20:54:00,0.1487511883544922,True,28.8
^SPX,2023-11-15,calls,4480.0,22.1,-2.1000004,-8.677688,1245.0,714.0,20.5,24.8,2023-11-15 20:56:48,0.0975432043457031,True,22.65
^SPX,2023-11-15,calls,4485.0,18.5,-2.0900002,-10.150559,1169.0,2285.0,15.5,20.1,2023-11-15 20:59:14,0.0879912979125976,True,17.8
^SPX,2023-11-15,calls,4490.0,12.9,-4.3500004,-25.217394,2525.0,1633.0,10.5,17.1,2023-11-15 20:58:08,0.0987333779907226,True,13.8
^SPX,2023-11-15,calls,4495.0,8.7,-5.6400003,-39.330544,5883.0,1178.0,6.7,10.9,2023-11-15 20:59:34,0.0657442059326171,True,8.8
^SPX,2023-11-15,calls,4500.0,2.75,-8.93,-76.45548,26933.0,4725.0,2.65,4.4,2023-11-15 20:59:59,0.0289403747558593,True,3.5250000000000004
^SPX,2023-11-15,calls,4505.0,0.05,-9.349999,-99.46808,45684.0,1795.0,0.0,0.05,2023-11-15 20:59:56,0.0062355236816406,False,0.025
^SPX,2023-11-15,calls,4510.0,0.05,-7.41,-99.32976,89357.0,5865.0,0.0,0.05,2023-11-15 20:59:52,0.0163672583007812,False,0.025
^SPX,2023-11-15,calls,4520.0,0.05,-4.5499997,-98.91304,76616.0,3405.0,0.0,0.05,2023-11-15 20:59:12,0.034189345703125,False,0.025
^SPX,2023-11-15,calls,4525.0,0.05,-3.55,-98.61111,62428.0,5041.0,0.0,0.05,2023-11-15 20:56:35,0.0427341821289062,False,0.025
^SPX,2023-11-15,calls,4530.0,0.05,-2.65,-98.14815,57672.0,2964.0,0.0,0.05,2023-11-15 20:58:42,0.0507907421875,False,0.025
^SPX,2023-11-15,calls,4540.0,0.05,-1.5,-96.7742,41515.0,2946.0,0.0,0.05,2023-11-15 20:50:01,0.0669038623046875,False,0.025
^SPX,2023-11-15,calls,4550.0,0.05,-0.9,-94.73684,39646.0,7927.0,0.0,0.05,2023-11-15 20:52:54,0.0820404296875,False,0.025
^SPX,2023-11-15,calls,4575.0,0.05,-0.25,-83.33333,13536.0,1703.0,0.0,0.05,2023-11-15 20:30:47,0.1196377099609374,False,0.025
^SPX,2023-11-15,calls,4600.0,0.05,-0.15,-75.0,5731.0,4213.0,0.0,0.05,2023-11-15 20:59:23,0.155281884765625,False,0.025
^SPX,2023-11-15,calls,4625.0,0.05,-0.10000001,-66.66667,433.0,2208.0,0.0,0.05,2023-11-15 20:44:02,0.190437783203125,False,0.025
^SPX,2023-11-15,calls,4650.0,0.05,-0.05,-50.0,276.0,2053.0,0.0,0.05,2023-11-15 14:46:17,0.2246171289062499,False,0.025
^SPX,2023-11-15,calls,4675.0,0.05,-0.02,-28.571426,4.0,3554.0,0.0,0.05,2023-11-15 12:30:55,0.257819921875,False,0.025
^SPX,2023-11-15,calls,4700.0,0.05,0.0,0.0,140.0,3260.0,0.0,0.05,2023-11-15 14:34:04,0.2900461621093749,False,0.025
^SPX,2023-11-15,calls,4800.0,0.05,0.0,0.0,865.0,963.0,0.0,0.05,2023-11-14 20:55:59,0.4169980175781249,False,0.025
^SPX,2023-11-15,calls,4900.0,0.05,0.0,0.0,1.0,123.0,0.0,0.05,2023-11-13 09:07:37,0.507817421875,False,0.025
^SPX,2023-11-15,calls,5000.0,0.05,0.0,0.0,20.0,88.0,0.0,0.05,2023-11-02 14:54:17,0.6171913281250001,False,0.025
^SPX,2023-11-15,calls,5200.0,0.05,0.0,0.0,12.0,2021.0,0.0,0.05,2023-10-23 15:53:30,0.8281267187499999,False,0.025
^SPX,2023-11-15,calls,5400.0,0.05,0.0,0.0,2000.0,2000.0,0.0,0.05,2023-10-11 19:28:34,1.0273486132812502,False,0.025
^SPX,2023-11-15,puts,2000.0,0.1,0.0,0.0,1.0,4.0,0.0,0.05,2023-10-23 14:20:59,4.296879628906249,False,0.025
^SPX,2023-11-15,puts,2200.0,0.05,0.0,0.0,5.0,80.0,0.0,0.05,2023-11-01 15:53:31,3.81250046875,False,0.025
^SPX,2023-11-15,puts,2400.0,0.05,0.0,0.0,1.0,150.0,0.0,0.05,2023-10-31 16:58:12,3.3593766015624995,False,0.025
^SPX,2023-11-15,puts,2600.0,0.05,0.0,0.0,1.0,138.0,0.0,0.05,2023-11-02 14:04:51,2.9531276171875,False,0.025
^SPX,2023-11-15,puts,2800.0,0.05,0.0,0.0,495.0,830.0,0.0,0.05,2023-11-07 20:52:10,2.5781285546875,False,0.025
^SPX,2023-11-15,puts,3000.0,0.05,0.0,0.0,29.0,360.0,0.0,0.05,2023-11-09 20:28:23,2.2187544531249994,False,0.025
^SPX,2023-11-15,puts,3100.0,0.05,0.0,0.0,8.0,858.0,0.0,0.05,2023-11-10 12:17:11,2.0468798828125,False,0.025
^SPX,2023-11-15,puts,3200.0,0.05,0.0,0.0,47.0,855.0,0.0,0.05,2023-11-10 20:16:11,1.8828130859375,False,0.025
^SPX,2023-11-15,puts,3300.0,0.05,0.0,0.0,13.0,589.0,0.0,0.05,2023-11-13 14:53:27,1.71875140625,False,0.025
^SPX,2023-11-15,puts,3350.0,0.05,0.0,0.0,1.0,647.0,0.0,0.05,2023-11-13 14:53:18,1.640626796875,False,0.025
^SPX,2023-11-15,puts,3400.0,0.05,0.0,0.0,57.0,3843.0,0.0,0.05,2023-11-13 14:57:33,1.5625021874999998,False,0.025
^SPX,2023-11-15,puts,3450.0,0.05,0.0,0.0,2.0,3090.0,0.0,0.05,2023-11-13 07:42:32,1.4921900390624998,False,0.025
^SPX,2023-11-15,puts,3500.0,0.05,0.0,0.0,649.0,13061.0,0.0,0.05,2023-11-13 21:09:12,1.4140654296875002,False,0.025
^SPX,2023-11-15,puts,3550.0,0.05,0.0,0.0,1285.0,1918.0,0.0,0.05,2023-11-13 21:14:52,1.3359408203124996,False,0.025
^SPX,2023-11-15,puts,3600.0,0.05,0.0,0.0,599.0,6007.0,0.0,0.05,2023-11-13 21:01:16,1.2656286718749998,False,0.025
^SPX,2023-11-15,puts,3650.0,0.05,0.0,0.0,4533.0,5970.0,0.0,0.05,2023-11-13 21:02:07,1.1953165234375,False,0.025
^SPX,2023-11-15,puts,3700.0,0.05,0.0,0.0,6000.0,9702.0,0.0,0.05,2023-11-14 21:14:51,1.1171919140625,False,0.025
^SPX,2023-11-15,puts,3725.0,0.05,0.0,0.0,920.0,3989.0,0.0,0.05,2023-11-14 21:13:57,1.0859420703125,False,0.025
^SPX,2023-11-15,puts,3750.0,0.05,0.0,0.0,90.0,5551.0,0.0,0.05,2023-11-15 16:44:56,1.0468797656250002,False,0.025
^SPX,2023-11-15,puts,3775.0,0.07,0.0,0.0,5689.0,7326.0,0.0,0.05,2023-11-14 21:14:02,1.01172369140625,False,0.025
^SPX,2023-11-15,puts,3800.0,0.05,0.0,0.0,1.0,9087.0,0.0,0.05,2023-11-15 18:15:46,0.976562734375,False,0.025
^SPX,2023-11-15,puts,3825.0,0.05,0.0,0.0,2216.0,2910.0,0.0,0.05,2023-11-14 20:53:40,0.9414068359375,False,0.025
^SPX,2023-11-15,puts,3850.0,0.05,0.0,0.0,3090.0,6016.0,0.0,0.05,2023-11-14 21:05:38,0.9062509375,False,0.025
^SPX,2023-11-15,puts,3875.0,0.05,0.0,0.0,985.0,1496.0,0.0,0.05,2023-11-14 20:43:31,0.8710950390625,False,0.025
^SPX,2023-11-15,puts,3880.0,0.2,0.0,0.0,5.0,482.0,0.0,0.0,2023-11-13 16:19:32,0.500005,False,0.0
^SPX,2023-11-15,puts,3890.0,0.07,0.0,0.0,10.0,420.0,0.0,0.05,2023-11-14 14:35:52,0.851563984375,False,0.025
^SPX,2023-11-15,puts,3900.0,0.05,0.0,0.0,10.0,2387.0,0.0,0.05,2023-11-15 14:30:02,0.8359391406249999,False,0.025
^SPX,2023-11-15,puts,3910.0,0.05,0.0,0.0,3.0,2705.0,0.05,0.05,2023-11-14 19:30:09,0.86914193359375,False,0.05
^SPX,2023-11-15,puts,3920.0,0.05,0.0,0.0,260.0,818.0,0.05,0.05,2023-11-14 20:36:36,0.8554701953125,False,0.05
^SPX,2023-11-15,puts,3925.0,0.05,-0.10000001,-66.66667,9.0,596.0,0.05,0.05,2023-11-15 14:32:16,0.8476577734374999,False,0.05
^SPX,2023-11-15,puts,3930.0,0.05,0.0,0.0,3.0,3171.0,0.0,0.05,2023-11-14 19:49:32,0.79687703125,False,0.025
^SPX,2023-11-15,puts,3940.0,0.15,0.0,0.0,52.0,277.0,0.0,0.05,2023-11-13 21:06:07,0.7812521875,False,0.025
^SPX,2023-11-15,puts,3950.0,0.05,0.0,0.0,14.0,3818.0,0.0,0.05,2023-11-15 14:30:02,0.7656273437500001,False,0.025
^SPX,2023-11-15,puts,3955.0,0.05,0.0,0.0,1.0,131.0,0.0,0.05,2023-11-14 15:00:40,0.7617211328125001,False,0.025
^SPX,2023-11-15,puts,3960.0,0.15,0.0,0.0,133.0,638.0,0.0,0.05,2023-11-13 20:59:41,0.7539087109375,False,0.025
^SPX,2023-11-15,puts,3965.0,0.15,0.0,0.0,155.0,161.0,0.0,0.05,2023-11-13 20:57:02,0.7460962890625,False,0.025
^SPX,2023-11-15,puts,3970.0,0.05,0.0,0.0,3.0,836.0,0.0,0.0,2023-11-14 20:11:21,0.500005,False,0.0
^SPX,2023-11-15,puts,3975.0,0.05,0.0,0.0,1.0,308.0,0.0,0.05,2023-11-15 16:44:46,0.73437765625,False,0.025
^SPX,2023-11-15,puts,3980.0,0.1,0.0,0.0,35.0,260.0,0.0,0.05,2023-11-14 21:13:53,0.726565234375,False,0.025
^SPX,2023-11-15,puts,3985.0,0.1,0.0,0.0,63.0,146.0,0.0,0.05,2023-11-14 21:12:20,0.7187528125,False,0.025
^SPX,2023-11-15,puts,3990.0,0.15,0.0,0.0,204.0,941.0,0.0,0.05,2023-11-13 21:01:40,0.710940390625,False,0.025
^SPX,2023-11-15,puts,3995.0,0.1,0.0,0.0,10.0,141.0,0.0,0.05,2023-11-14 21:10:05,0.7070341796875,False,0.025
^SPX,2023-11-15,puts,4000.0,0.1,0.0,0.0,223.0,3350.0,0.0,0.05,2023-11-14 21:12:30,0.6992217578125001,False,0.025
^SPX,2023-11-15,puts,4005.0,0.2,0.0,0.0,105.0,306.0,0.0,0.05,2023-11-13 18:16:58,0.6914093359375001,False,0.025
^SPX,2023-11-15,puts,4010.0,0.2,0.0,0.0,107.0,218.0,0.0,0.05,2023-11-13 18:14:31,0.6835969140625001,False,0.025
^SPX,2023-11-15,puts,4015.0,0.2,0.0,0.0,165.0,478.0,0.0,0.05,2023-11-13 19:21:24,0.6796907031250001,False,0.025
^SPX,2023-11-15,puts,4020.0,0.05,-0.05,-50.0,1.0,3016.0,0.0,0.05,2023-11-14 21:11:59,0.6718782812500002,False,0.025
